Name,Date Practiced,Refresh Database,Tunes
The Ballydesmond Polka #2 (26-03-31),"March 31, 2026 10:26 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Ballydesmond Polka #2 (https://www.notion.so/The-Ballydesmond-Polka-2-fd22f73c57174270884b9c6803d3cc1e?pvs=21)
The Ballydesmond Polka #1 (26-03-31),"March 31, 2026 10:26 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Ballydesmond Polka #1 (https://www.notion.so/The-Ballydesmond-Polka-1-fc086c82dcde4265b2300c31ce4bba3d?pvs=21)
The Ballydesmond Polka #3 (26-03-31),"March 31, 2026 10:26 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Ballydesmond Polka #3 (https://www.notion.so/The-Ballydesmond-Polka-3-00a5d186ae494b25967004a77533d9ae?pvs=21)
The Golden Keyboard (26-03-31),"March 31, 2026 10:38 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Golden Keyboard (https://www.notion.so/The-Golden-Keyboard-11704f42e3e08034b122d622cc09c1a8?pvs=21)
The Earl's Chair (26-03-31),"March 31, 2026 10:46 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Earl's Chair (https://www.notion.so/The-Earl-s-Chair-2c304f42e3e0803aa1a4e31afe6ba22e?pvs=21)
The Cucanandy  (26-04-01),"April 1, 2026 7:44 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Cucanandy  (https://www.notion.so/The-Cucanandy-cd2e000a96424f8ebe1a7a81e4c108d0?pvs=21)
The Boys of Ballisodare (26-04-01),"April 1, 2026 7:44 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Boys of Ballisodare (https://www.notion.so/The-Boys-of-Ballisodare-d3fce4def8df43778acfbbd3c94575ab?pvs=21)
The Promenade (26-04-01),"April 1, 2026 7:44 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Promenade (https://www.notion.so/The-Promenade-72049f27c596464cb9f1b2dfb132d429?pvs=21)
Comb Your Hair and Curl It (26-04-01),"April 1, 2026 7:44 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Comb Your Hair and Curl It (https://www.notion.so/Comb-Your-Hair-and-Curl-It-5591068a74424c239af21f41fb1a2387?pvs=21)
The Kid on the Mountain (26-04-01),"April 1, 2026 7:56 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Kid on the Mountain (https://www.notion.so/The-Kid-on-the-Mountain-00016bef41234f3faa408589f4d8da57?pvs=21)
An Phís Fluich (26-04-01),"April 1, 2026 7:56 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),An Phís Fluich (https://www.notion.so/An-Ph-s-Fluich-31b04f42e3e080749322e8ce38594425?pvs=21)
The Woods of Caol Rua (26-04-01),"April 1, 2026 8:10 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Woods of Caol Rua (https://www.notion.so/The-Woods-of-Caol-Rua-13d04f42e3e0802cbb4cd4c428d92849?pvs=21)
Joe Liddy's  (26-04-01),"April 1, 2026 8:10 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Joe Liddy's  (https://www.notion.so/Joe-Liddy-s-1db04f42e3e08066a41ee3b4d39ce7da?pvs=21)
Sheep in the Boat (26-04-01),"April 1, 2026 8:10 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Sheep in the Boat (https://www.notion.so/Sheep-in-the-Boat-1f504f42e3e08076ae08f4193a77c327?pvs=21)
Geese in the Bog (26-04-01),"April 1, 2026 9:57 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Geese in the Bog (https://www.notion.so/Geese-in-the-Bog-30804f42e3e0807ea981e967dd02e450?pvs=21)
The Maid in the Meadow (26-04-01),"April 1, 2026 9:57 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Maid in the Meadow (https://www.notion.so/The-Maid-in-the-Meadow-7e50a54798064e4e8de541296da59f9b?pvs=21)
Trip to Durrow (26-04-01),"April 1, 2026 9:57 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Trip to Durrow (https://www.notion.so/Trip-to-Durrow-2d004f42e3e080d296a2dccc031601c6?pvs=21)
Bird in the Bush (26-04-01),"April 1, 2026 9:57 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Bird in the Bush (https://www.notion.so/Bird-in-the-Bush-127095877e7a42d4ba02594684b406a6?pvs=21)
The Banshee (26-04-02),"April 2, 2026 10:51 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Banshee (https://www.notion.so/The-Banshee-14a04f42e3e080cd821cc9f1d7a173d1?pvs=21)
Martin Wynn’s #2 (26-04-02),"April 2, 2026 11:31 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Martin Wynn’s #2 (https://www.notion.so/Martin-Wynn-s-2-1e504f42e3e080c09d1ad2319151f42f?pvs=21)
Martin Wynne’s #1 (26-04-02),"April 2, 2026 11:31 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Martin Wynne’s #1 (https://www.notion.so/Martin-Wynne-s-1-8cbd6ec8afd74af08f08ae0647b7ac52?pvs=21)
The Star of Munster (26-04-02),"April 2, 2026 11:32 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Star of Munster (https://www.notion.so/The-Star-of-Munster-33604f42e3e080d7bf93ccfdbc660c08?pvs=21)
Craig's Pipes  (26-04-02),"April 2, 2026 3:07 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Craig's Pipes  (https://www.notion.so/Craig-s-Pipes-24504f42e3e0801b8438d64a3c01b07c?pvs=21)
The Castle Jig (26-04-02),"April 2, 2026 3:07 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Castle Jig (https://www.notion.so/The-Castle-Jig-1d304f42e3e08034b8bad8e0a0f8fd4a?pvs=21)
The Sunny Hills Of Beara (26-04-02),"April 2, 2026 3:17 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Sunny Hills Of Beara (https://www.notion.so/The-Sunny-Hills-Of-Beara-11a04f42e3e0803aa72bfd5ea458a31b?pvs=21)
The Beauty Spot (26-04-02),"April 2, 2026 5:00 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Beauty Spot (https://www.notion.so/The-Beauty-Spot-29104f42e3e0800c9cc7fa135334ae2e?pvs=21)
The West Clare Railway (26-04-02),"April 2, 2026 5:00 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The West Clare Railway (https://www.notion.so/The-West-Clare-Railway-2a004f42e3e08083b642c3c5bc81e97c?pvs=21)
My Love Is In America (26-04-02),"April 2, 2026 5:01 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),My Love Is In America (https://www.notion.so/My-Love-Is-In-America-27604f42e3e08068b904df29450559d1?pvs=21)
The Cup of Tea (26-04-02),"April 2, 2026 5:01 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Cup of Tea (https://www.notion.so/The-Cup-of-Tea-1cd04f42e3e0808abb0cc3044bc703ec?pvs=21)
The Wandering Minstrel (26-04-02),"April 2, 2026 10:34 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Wandering Minstrel (https://www.notion.so/The-Wandering-Minstrel-538775a9103449f795d5acdc7a1146d6?pvs=21)
Humours of Ennistymon (26-04-02),"April 2, 2026 10:35 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Humours of Ennistymon (https://www.notion.so/Humours-of-Ennistymon-d65b81dba2ad43ac9d90f2b0af4b2e7b?pvs=21)
The Old Favourite (26-04-02),"April 2, 2026 10:35 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Old Favourite (https://www.notion.so/The-Old-Favourite-19b04f42e3e08041ad4bf3ab1a1282ba?pvs=21)
Mug of Brown Ale (26-04-02),"April 2, 2026 10:50 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Mug of Brown Ale (https://www.notion.so/Mug-of-Brown-Ale-b87c86a1ef48464993d207e318b57a6b?pvs=21)
Mist Covered Mountain (26-04-02),"April 2, 2026 10:50 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Mist Covered Mountain (https://www.notion.so/Mist-Covered-Mountain-c278589ad4ad41cbbbeaed21b760232f?pvs=21)
The Old Favourite (26-04-03),"April 3, 2026 7:36 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Old Favourite (https://www.notion.so/The-Old-Favourite-19b04f42e3e08041ad4bf3ab1a1282ba?pvs=21)
Humours of Ennistymon (26-04-03),"April 3, 2026 7:36 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Humours of Ennistymon (https://www.notion.so/Humours-of-Ennistymon-d65b81dba2ad43ac9d90f2b0af4b2e7b?pvs=21)
The Wandering Minstrel (26-04-03),"April 3, 2026 7:37 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Wandering Minstrel (https://www.notion.so/The-Wandering-Minstrel-538775a9103449f795d5acdc7a1146d6?pvs=21)
Lark in the Morning (26-04-03),"April 3, 2026 7:51 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Lark in the Morning (https://www.notion.so/Lark-in-the-Morning-7c439528f9eb4d8c9cb3d7386dc1761a?pvs=21)
The Maid in the Meadow (26-04-03),"April 3, 2026 7:52 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Maid in the Meadow (https://www.notion.so/The-Maid-in-the-Meadow-7e50a54798064e4e8de541296da59f9b?pvs=21)
Geese in the Bog (26-04-03),"April 3, 2026 7:52 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Geese in the Bog (https://www.notion.so/Geese-in-the-Bog-30804f42e3e0807ea981e967dd02e450?pvs=21)
The Scartaglen (Polka) (26-04-03),"April 3, 2026 8:43 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Scartaglen (Polka) (https://www.notion.so/The-Scartaglen-Polka-32504f42e3e08017829dee14cc0eaaea?pvs=21)
Denis Murphy’s Polka (26-04-03),"April 3, 2026 8:43 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Denis Murphy’s Polka (https://www.notion.so/Denis-Murphy-s-Polka-32604f42e3e08021851dcfadeec37101?pvs=21)
The Sunny Hills Of Beara (26-04-04),"April 4, 2026 10:41 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Sunny Hills Of Beara (https://www.notion.so/The-Sunny-Hills-Of-Beara-11a04f42e3e0803aa72bfd5ea458a31b?pvs=21)
The Woods of Caol Rua (26-04-04),"April 4, 2026 10:41 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Woods of Caol Rua (https://www.notion.so/The-Woods-of-Caol-Rua-13d04f42e3e0802cbb4cd4c428d92849?pvs=21)
My Darling Asleep (26-04-04),"April 4, 2026 11:24 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),My Darling Asleep (https://www.notion.so/My-Darling-Asleep-2fa04f42e3e080b192d6d5d2d9068b69?pvs=21)
Kesh Jig (26-04-04),"April 4, 2026 11:25 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Kesh Jig (https://www.notion.so/Kesh-Jig-cd1c2cf57b5f45789bfdcc89098bb992?pvs=21)
Jenny's Welcome to Charlie (26-04-04),"April 4, 2026 11:25 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Jenny's Welcome to Charlie (https://www.notion.so/Jenny-s-Welcome-to-Charlie-30904f42e3e08092a529fae8e26f9a32?pvs=21)
The Rolling Wave (Jig) (26-04-04),"April 4, 2026 4:47 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Rolling Wave (Jig) (https://www.notion.so/The-Rolling-Wave-Jig-24904f42e3e080d9b52cc82d744be925?pvs=21)
Willie O’Connell’s (26-04-04),"April 4, 2026 4:59 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Willie O’Connell’s (https://www.notion.so/Willie-O-Connell-s-4500b482b24f4e4fb147abb3b36560b7?pvs=21)
The Castle Jig (26-04-04),"April 4, 2026 5:00 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Castle Jig (https://www.notion.so/The-Castle-Jig-1d304f42e3e08034b8bad8e0a0f8fd4a?pvs=21)
The Scartaglen (Polka) (26-04-04),"April 4, 2026 5:00 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Scartaglen (Polka) (https://www.notion.so/The-Scartaglen-Polka-32504f42e3e08017829dee14cc0eaaea?pvs=21)
Denis Murphy’s Polka (26-04-04),"April 4, 2026 5:00 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Denis Murphy’s Polka (https://www.notion.so/Denis-Murphy-s-Polka-32604f42e3e08021851dcfadeec37101?pvs=21)
Her Lovely Hair Was Flowing Down Her Back (26-04-04),"April 4, 2026 5:00 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Her Lovely Hair Was Flowing Down Her Back (https://www.notion.so/Her-Lovely-Hair-Was-Flowing-Down-Her-Back-2a704f42e3e080918b14e31f02a8b3f7?pvs=21)
O'Keefe's (26-04-04),"April 4, 2026 6:14 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),O'Keefe's (https://www.notion.so/O-Keefe-s-2dd04f42e3e080d88a7adbdc6105fa2b?pvs=21)
The Star of Munster (26-04-05),"April 5, 2026 9:59 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Star of Munster (https://www.notion.so/The-Star-of-Munster-33604f42e3e080d7bf93ccfdbc660c08?pvs=21)
Her Lovely Hair Was Flowing Down Her Back (26-04-05),"April 5, 2026 9:59 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Her Lovely Hair Was Flowing Down Her Back (https://www.notion.so/Her-Lovely-Hair-Was-Flowing-Down-Her-Back-2a704f42e3e080918b14e31f02a8b3f7?pvs=21)
The Birds (26-04-05),"April 5, 2026 10:00 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Birds (https://www.notion.so/The-Birds-33904f42e3e0807ba7fdf688712c3750?pvs=21)
Caisleán an Óir (26-04-05),"April 5, 2026 8:48 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Caisleán an Óir (https://www.notion.so/Caisle-n-an-ir-26c04f42e3e0806a825bc6ea008d79d8?pvs=21)
Down the Back Lane (26-04-05),"April 5, 2026 9:06 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Down the Back Lane (https://www.notion.so/Down-the-Back-Lane-8d8b3ba7d0b64912915933914a8ee886?pvs=21)
Dancing Eyes (26-04-05),"April 5, 2026 9:06 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Dancing Eyes (https://www.notion.so/Dancing-Eyes-9ac74966ac09458ba3ca1887a748c2e6?pvs=21)
The Star of Munster (26-04-06),"April 6, 2026 10:24 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Star of Munster (https://www.notion.so/The-Star-of-Munster-33604f42e3e080d7bf93ccfdbc660c08?pvs=21)
The Birds (26-04-06),"April 6, 2026 10:24 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Birds (https://www.notion.so/The-Birds-33904f42e3e0807ba7fdf688712c3750?pvs=21)
Her Lovely Hair Was Flowing Down Her Back (26-04-06),"April 6, 2026 10:24 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Her Lovely Hair Was Flowing Down Her Back (https://www.notion.so/Her-Lovely-Hair-Was-Flowing-Down-Her-Back-2a704f42e3e080918b14e31f02a8b3f7?pvs=21)
Caisleán an Óir (26-04-06),"April 6, 2026 10:25 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Caisleán an Óir (https://www.notion.so/Caisle-n-an-ir-26c04f42e3e0806a825bc6ea008d79d8?pvs=21)
The Sunny Hills Of Beara (26-04-06),"April 6, 2026 10:26 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Sunny Hills Of Beara (https://www.notion.so/The-Sunny-Hills-Of-Beara-11a04f42e3e0803aa72bfd5ea458a31b?pvs=21)
The Woods of Caol Rua (26-04-06),"April 6, 2026 10:28 AM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Woods of Caol Rua (https://www.notion.so/The-Woods-of-Caol-Rua-13d04f42e3e0802cbb4cd4c428d92849?pvs=21)
Páidín Ó Raifertaigh (26-04-06),"April 6, 2026 4:52 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Páidín Ó Raifertaigh (https://www.notion.so/P-id-n-Raifertaigh-14504f42e3e0802693f2e5ed4c81b8ea?pvs=21)
Down the Back Lane (26-04-06),"April 6, 2026 4:52 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Down the Back Lane (https://www.notion.so/Down-the-Back-Lane-8d8b3ba7d0b64912915933914a8ee886?pvs=21)
Dancing Eyes (26-04-06),"April 6, 2026 4:52 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Dancing Eyes (https://www.notion.so/Dancing-Eyes-9ac74966ac09458ba3ca1887a748c2e6?pvs=21)
Bird in the Bush (26-04-06),"April 6, 2026 5:03 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Bird in the Bush (https://www.notion.so/Bird-in-the-Bush-127095877e7a42d4ba02594684b406a6?pvs=21)
Trip to Durrow (26-04-06),"April 6, 2026 5:03 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Trip to Durrow (https://www.notion.so/Trip-to-Durrow-2d004f42e3e080d296a2dccc031601c6?pvs=21)
The Mountain Road (26-04-06),"April 6, 2026 5:03 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Mountain Road (https://www.notion.so/The-Mountain-Road-93ac39c241844729911e998c0e1d351a?pvs=21)
Kitty Lie Over (26-04-06),"April 6, 2026 10:07 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Kitty Lie Over (https://www.notion.so/Kitty-Lie-Over-21a04f42e3e0802c8739fae6eeeae963?pvs=21)
Apples in Winter (26-04-06),"April 6, 2026 10:07 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Apples in Winter (https://www.notion.so/Apples-in-Winter-fc613a69d96e41c5bdec4a6f35359602?pvs=21)
The Frost Is All Over (26-04-06),"April 6, 2026 10:07 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Frost Is All Over (https://www.notion.so/The-Frost-Is-All-Over-cf80aaae2d6c47b1ad7528afb0650714?pvs=21)
Paddy Scanlon's Polka (26-04-06),"April 6, 2026 10:15 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Paddy Scanlon's Polka (https://www.notion.so/Paddy-Scanlon-s-Polka-fb6995895542481682e795b4f0bc2c0e?pvs=21)
The Kinnard Polka (26-04-06),"April 6, 2026 10:15 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Kinnard Polka (https://www.notion.so/The-Kinnard-Polka-8cd47c2543e74821a69df6f40dcb4b5a?pvs=21)
Buddy Furey’s (26-04-06),"April 6, 2026 10:15 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Buddy Furey’s (https://www.notion.so/Buddy-Furey-s-e45acc6b1d97494dabd21653aaa01fd3?pvs=21)
The Rathawuan Slide (26-04-06),"April 6, 2026 10:26 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Rathawuan Slide (https://www.notion.so/The-Rathawuan-Slide-f71cc10f0540437c9eeaac6cc283f79d?pvs=21)
The Hare in the Corn (26-04-06),"April 6, 2026 10:26 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Hare in the Corn (https://www.notion.so/The-Hare-in-the-Corn-b8637a86c93b4580b4c5d57b0a99897b?pvs=21)
Dingle Regatta (26-04-06),"April 6, 2026 10:26 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Dingle Regatta (https://www.notion.so/Dingle-Regatta-a089fde022d4406a8bdb99c59fcfcae9?pvs=21)
Banish Misfortune (26-04-06),"April 6, 2026 10:32 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Banish Misfortune (https://www.notion.so/Banish-Misfortune-18604f42e3e0806ab0a2efbbe40bb659?pvs=21)
Humours of Tulla (26-04-06),"April 6, 2026 10:43 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),Humours of Tulla (https://www.notion.so/Humours-of-Tulla-25d04f42e3e0809d8feed8590d4a1c26?pvs=21)
The Otter's Holt (26-04-06),"April 6, 2026 10:44 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Otter's Holt (https://www.notion.so/The-Otter-s-Holt-aeb0b8d7d9d349a1bd04540c2e79321a?pvs=21)
The Ballydesmond Polka #1 (26-04-06),"April 6, 2026 10:54 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Ballydesmond Polka #1 (https://www.notion.so/The-Ballydesmond-Polka-1-fc086c82dcde4265b2300c31ce4bba3d?pvs=21)
The Ballydesmond Polka #3 (26-04-06),"April 6, 2026 10:54 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Ballydesmond Polka #3 (https://www.notion.so/The-Ballydesmond-Polka-3-00a5d186ae494b25967004a77533d9ae?pvs=21)
The Ballydesmond Polka #2 (26-04-06),"April 6, 2026 10:54 PM (CDT)",Refresh 08 (https://www.notion.so/Refresh-08-30704f42e3e08054b26ed07f522b9699?pvs=21),The Ballydesmond Polka #2 (https://www.notion.so/The-Ballydesmond-Polka-2-fd22f73c57174270884b9c6803d3cc1e?pvs=21)
